Index	GLobal_Citing-ID	Global_Cited-ID	Citation_Content(GC)	Intention_Label	Citing_Paper_Title	Cited_Num_list	Cited_References_Title
618	586	[4]	Matrix factorization based methods first express the input network with a affinity matrix in which the entries represent the relationships between nodes, and then embed the affinity matrix into a low dimensional space using matrix factorization techniques. // Locally linear embedding ==[17]== seeks a lower-dimensional projection of the input affinity matrix which preserves distances within local neighborhoods. // Spectral Embedding [2] is one method to calculate the non-linear embeddings.	b	PPNE- Property Preserving Network Embedding	[17]	['[17] . Roweis, S.T., Saul, L.K.: Nonlinear dimensionality reduction by locally linear embedding. Science 290(5500), 2323–2326 (2000) PPNE: Property Preserving Network Embedding 179 ']
619	586	[265]	It ﬁnds a low dimensional representation of the input data usinga spectral decomposition of the graph Laplacian. // Sparse random projection ==[10]== reduces the dimensionality of data by projecting the original input space using a sparse random matrix. // However, matrix factorization based methods rely on the decomposition of the affinity matrix, which is too expensive to scale efficiently to large real-world networks.	h-	PPNE- Property Preserving Network Embedding	[10]	['[10] . Li, P., Hastie, T.J., Church, K.W.: Very sparse random projections. In: The ACM SIGKDD International Conference, pp. 287–296 (2006) ']
620	586	[6]	Recently neural network based models are introduced to solve the networkembedding problem. // As the first attempt, DeepWalk ==[16]== introduces an word embedding algorithm (Skip-Gram) [14] to learn the representation vectors of nodes. // Tang et al. propose LINE [19], which optimizes a carefully designed objec-tive function that preserves both the local and global structure.	b	PPNE- Property Preserving Network Embedding	[16]	['[16] . Perozzi, B., Al-Rfou, R., Skiena, S.: Deepwalk: online learning of social representations. In: The ACM SIGKDD International Conference, pp. 701–710. ACM (2014) ']
621	586	[36]	Recently neural network based models are introduced to solve the networkembedding problem. // As the first attempt, DeepWalk [16] introduces an word embedding algorithm (Skip-Gram) ==[14]== to learn the representation vectors of nodes. // Tang et al. propose LINE [19], which optimizes a carefully designed objec-tive function that preserves both the local and global structure.	b	PPNE- Property Preserving Network Embedding	[14]	['[14] . Mikolov, T., Sutskever, I., Chen, K., Corrado, G.S., Dean, J.: Distributed representations of words and phrases and their compositionality. In: Advances in Neural Information Processing Systems, pp. 3111–3119 (2013) ']
622	586	[1]	As the ﬁrst attempt, DeepWalk [16] introduces an word embedding algorithm (Skip-Gram) [14] to learn the representation vectors ofnodes. // Tang et al. propose LINE ==[19]==, which optimizes a carefully designed objective function that preserves both the local and global structure. // Wang et al. propose SDNE [22], a deep embedding model to capture the highly non-linear network structure and preserve the global and local structures. SDNE exploits the first-order and second-order proximities to preserve the network structure.	b	PPNE- Property Preserving Network Embedding	[19]	['[19] . Tang, J., Qu, M., Wang, M., Zhang, M., Yan, J., Mei, Q.: Line: large-scale information network embedding. In: International Conference on World Wide Web, pp. 1067–1077 (2015) ']
623	586	[19]	Tang et al. propose LINE [19], which optimizes a carefully designed objective function that preserves both the local and global structure. // Wang et al. propose SDNE ==[22]==, a deep embedding model to capture the highly non-linear network structure and preserve the global and local structures. // SDNE exploits the first-order and second-order proximities to preserve the network structure.	b	PPNE- Property Preserving Network Embedding	[22]	['[22] . Wang, D., Cui, P., Zhu, W.: Structural deep network embedding. In: The ACM SIGKDD International Conference (2016) ']
624	586	[37]	SDNE exploitsthe ﬁrst-order and second-order proximities to preserve the network structure. // Node2Vec ==[6]== learns a mapping of nodes to a low-dimensional space of features that maximizes the likelihood of preserving distances between network neighborhoods of nodes. // TADW [25] incorporates the text features of nodes into network embedding process under a framework of matrix factorization.	b	PPNE- Property Preserving Network Embedding	[6]	['[6] . Grover, A., Leskovec, J.: node2vec: scalable feature learning for networks. In: The ACM SIGKDD International Conference (2016) ']
625	586	[7]	Node2Vec [6] learns a mapping of nodes to a low-dimensional space of features that maximizes the likelihood of preserving distances between network neighborhoods of nodes. // TADW ==[25]== incorporates the text features of nodes into network embedding process under a framework of matrix factorization. // Compared to the matrix factorization based methods, neural network based methods are easier to generalize and own strong representation ability.	h+	PPNE- Property Preserving Network Embedding	[25]	['[25] . Yang, C., Liu, Z., Zhao, D., Sun, M., Chang, E.Y.: Network representation learning with rich text information. In: International Conference on Artificial Intelligence, pp. 2111–2117 (2015) ']
626	586	[266, 55, 55, 66]	Diﬀerent fromthe previous typology-only works, our work aims to propose a general propertypreserving network embedding model which integrate the rich types of nodeproperties in the network into the embedding process. // Finally, there is a body of works focus on the problem of node classification ==[8,20,21,26]== or link prediction [11,13]. // However, the objective of our work is totally different from these works. We aim to learn better representation vectors for nodes, while the node classification or link prediction tasks are only utilized to evaluate the quality of the embedding results.	h-	PPNE- Property Preserving Network Embedding	[8, 20, 21, 26]	['[8] . Kipf, T.N., Welling, M.: Semi-supervised classification with graph convolutional networks (2016) ', '[20] . Tang, L., Liu, H.: Leveraging social media networks for classification. In: CIKM, pp. 1107–1116 (2009) ', '[21] . Tang, L., Liu, H.: Leveraging social media networks for classification. Data Min. Knowl. Discov. 23(3), 447–478 (2011) ', '[26] . Yang, Z., Cohen, W.W., Salakhutdinov, R.: Revisiting semi-supervised learning with graph embeddings. In: ICML (2016) ']
627	586	[70, 267]	Diﬀerent fromthe previous typology-only works, our work aims to propose a general propertypreserving network embedding model which integrate the rich types of nodeproperties in the network into the embedding process. // Finally, there is a body of works focus on the problem of node classification [8,20,21,26] or link prediction ==[11,13]==. // However, the objective of our work is totally different from these works. We aim to learn better representation vectors for nodes, while the node classification or link prediction tasks are only utilized to evaluate the quality of the embedding results.	h-	PPNE- Property Preserving Network Embedding	[11, 13]	['[11] . Liben-Nowell, D., Kleinberg, J.: The link-prediction problem for social networks. J. Assoc. Inf. Sci. Technol. 54(7), 1345–1347 (2007) ', '[13] . Menon, A.K., Elkan, C.: Link prediction via matrix factorization. In: Gunopulos, D., Hofmann, T., Malerba, D., Vazirgiannis, M. (eds.) ECML PKDD 2011. LNCS, vol. 6912, pp. 437–452. Springer, Heidelberg (2011). doi:10.1007/ 978-3-642-23783-6 28 ']
628	586	[6]	Topology-Derived Objective Function. // Following the idea of DeepWalk ==[16]==, we assume that nodes with similar topology context tend to be similar. // With such an assumption, we aim to maximize the likelihood of the prediction of the center node given a specific contextual node.	ho	PPNE- Property Preserving Network Embedding	[16]	['[16] . Perozzi, B., Al-Rfou, R., Skiena, S.: Deepwalk: online learning of social representations. In: The ACM SIGKDD International Conference, pp. 701–710. ACM (2014) ']
629	586	[268]	In this subsection we present the details of the property-derived objective func-tion. // In natural language processing area, SWE ==[12]== and RC-NET [23] incorporate the semantic knowledges into the word embedding process. // Inspired by the above works, we propose two ways to extract constraints from the property similarity matrix P.	ho	PPNE- Property Preserving Network Embedding	[12]	['[12] . Liu, Q., Jiang, H., Wei, S., Ling, Z.-H., Hu, Y.: Learning semantic word embeddings based on ordinal knowledge constraints. In: ACL, pp. 1501–1511 (2015) ']
630	586	[269]	In this subsection we present the details of the property-derived objective func-tion. // In natural language processing area, SWE [12] and RC-NET ==[23]== incorporate the semantic knowledges into the word embedding process. // Inspired by the above works, we propose two ways to extract constraints from the property similarity matrix P.	ho	PPNE- Property Preserving Network Embedding	[23]	['[23] . Xu, C., Bai, Y., Bian, J., Gao, B., Wang, G., Liu, X., Liu, T.-Y.: Rc-net: a general framework for incorporating knowledge into word representations. In: CIKM, pp. 1219–1228 (2014) ']
631	586	[7]	Based on these constraints, we introduce the property-derivedobjective functions. // Related works incorporate the original property features of single type into the embedding process ==[25]==. // Diﬀerent from such works, in our approach theproperty matrix P∈R|V|×|V|contains the property similarity scores betweeneach pair of nodes, which is calculated by a predeﬁned similarity measurement.	h-	PPNE- Property Preserving Network Embedding	[25]	['[25] . Yang, C., Liu, Z., Zhao, D., Sun, M., Chang, E.Y.: Network representation learning with rich text information. In: International Conference on Artificial Intelligence, pp. 2111–2117 (2015) ']
632	586	[68]	In order to thoroughly evaluate the proposed methods, we conductexperiments on four paper citation networks and one social network with diﬀer-ent scale of nodes. // The four paper citation networks are Citeseer2, Cora (see Footnote 2), PubMed (see Footnote 2) ==[18]== and DBLP3 [9]. // In the paper citation networks, nodes refer to papers and links refer to the citation relationships among papers.	b	PPNE- Property Preserving Network Embedding	[18]	['[18] . Sen, P., Namata, G., Bilgic, M., Getoor, L., Galligher, B., Eliassi-Rad, T.: Collective classification in network data. AI Mag. 29(3), 93 (2008) ']
633	586	[184]	In order to thoroughly evaluate the proposed methods, we conductexperiments on four paper citation networks and one social network with diﬀer-ent scale of nodes. // The four paper citation networks are Citeseer2, Cora (see Footnote 2), PubMed (see Footnote 2) [18] and DBLP3 ==[9]==. // In the paper citation networks, nodes refer to papers and links refer to the citation relationships among papers.	b	PPNE- Property Preserving Network Embedding	[9]	['[9] . Leskovec, J., Krevl, A.: SNAP datasets: Stanford large network dataset collection, June 2014. http://snap.stanford.edu/data ']
634	586	[6]	// DeepWalk: DeepWalk ==[16]== is a topology-only network embedding method, which introduces the Skip-Gram algorithm to learn the node representation vectors. // LINE: LINE [19] is a popular topology-only network embedding method, which considers the first-order and second-order proximities information.	b	PPNE- Property Preserving Network Embedding	[16]	['[16] . Perozzi, B., Al-Rfou, R., Skiena, S.: Deepwalk: online learning of social representations. In: The ACM SIGKDD International Conference, pp. 701–710. ACM (2014) ']
635	586	[1]	DeepWalk: DeepWalk [16] is a topology-only network embedding method, which introduces the Skip-Gram algorithm to learn the node representation vectors. // LINE: LINE ==[19]== is a popular topology-only network embedding method, which considers the first-order and second-order proximities information. // TADW: TADW [25] incorporates the text features of each node into the embedding process under a framework of matrix factorization.	b	PPNE- Property Preserving Network Embedding	[19]	['[19] . Tang, J., Qu, M., Wang, M., Zhang, M., Yan, J., Mei, Q.: Line: large-scale information network embedding. In: International Conference on World Wide Web, pp. 1067–1077 (2015) ']
636	586	[7]	LINE: LINE [19] is a popular topology-only network embedding method, which considers the first-order and second-order proximities information. // TADW: TADW ==[25]== incorporates the text features of each node into the embedding process under a framework of matrix factorization. // PPNEineq : PPNEineq is the PPNE model with the inequality constrains.	b	PPNE- Property Preserving Network Embedding	[25]	['[25] . Yang, C., Liu, Z., Zhao, D., Sun, M., Chang, E.Y.: Network representation learning with rich text information. In: International Conference on Artificial Intelligence, pp. 2111–2117 (2015) ']
637	586	[208]	In LINE method,the parameters are set as follows: negative =5andsamples = 10 million. // In Property Features method, we reduce the dimension of node property features to 160 via SVD ==[7]== algorithm. // In TADW method the parameters are set to the same as given in the original paper.	ho	PPNE- Property Preserving Network Embedding	[7]	['[7] . Halko, N., Martinsson, P.G., Tropp, J.A.: Finding structure with randomness: probabilistic algorithms for constructing approximate matrix decompositions. SIAM Rev. 53(2), 217–288 (2010) ']
638	586	[270]	We utilize the representation vectors generated by various network embeddingmethods to perform multi-class node classiﬁcation task. // The representation vector of each node is treated as its feature vector, and then we use a linear support vector machine model ==[3]== to return the most likely category. // The classification model is implemented using scikit-learn.	ho	PPNE- Property Preserving Network Embedding	[3]	['[3] . Chang, C.-C., Lin, C.-J.: Libsvm: a library for support vector machines. ACM Trans. Intell. Syst. Technol. (TIST) 2(3), 27 (2011) ']
639	586	[271, 267]	Link Prediction. // Given a snapshot of the current network, the link prediction task refers to predicting the edges that will be added in the future time ==[1,13]==. // Link prediction can show the predictability of different network embedding methods.	b	PPNE- Property Preserving Network Embedding	[1, 13]	['[1] . Al Hasan, M., Zaki, M.J.: A survey of link prediction in social networks. In: Aggarwal, C.C. (ed.) Social Network Data Analytics, pp. 243–275. Springer, New York (2011) ', '[13] . Menon, A.K., Elkan, C.: Link prediction via matrix factorization. In: Gunopulos, D., Hofmann, T., Malerba, D., Vazirgiannis, M. (eds.) ECML PKDD 2011. LNCS, vol. 6912, pp. 437–452. Springer, Heidelberg (2011). doi:10.1007/ 978-3-642-23783-6 28 ']
640	586	[272]	Given a node pair in the samples, the cosine similarityscore is calculated according to their representation vectors. // Area Under Curve (AUC) ==[5]== is used to evaluate the consistency between the labels and the similarity scores of the samples. // We also choose Common Neighbors as a baseline method because it has been proved as an effective method [11,15].	hoe	PPNE- Property Preserving Network Embedding	[5]	['[5] . Fawcett, T.: An introduction to roc analysis. Pattern Recogn. Lett. 27(8), 861–874 (2006) ']
641	586	[70, 273]	Area Under Curve(AUC) [5] is used to evaluate the consistency between the labels and the simi-larity scores of the samples. // We also choose Common Neighbors as a baseline method because it has been proved as an effective method ==[11,15]==. // Table 3 shows the experimental results.	h+e	PPNE- Property Preserving Network Embedding	[11, 15]	['[11] . Liben-Nowell, D., Kleinberg, J.: The link-prediction problem for social networks. J. Assoc. Inf. Sci. Technol. 54(7), 1345–1347 (2007) ', '[15] . Newman, M.E.: Clustering and preferential attachment in growing networks. Phys. Rev. E 64(2), 025102 (2001) ']
642	29	[274, 275]	// Attributed networks ==[18, 28]== are ubiquitous in a variety of real-world information systems, such as academic networks and health care systems. // Different from plain networks in which only node-to-node interactions and dependencies are observed, each node in an attributed network is often associated with a rich set of features.	b	Label Informed Attributed Network Embedding	[18, 28]	['[18]  T. M. V. Le and H. W. Lauw. Probabilistic latent document network embedding. ICDM, 2014. ', '[28]  G. Qi, C. Aggarwal, Q. Tian, H. Ji, and T. Huang. Exploring context and content links in social media: A latent space method. TPAMI, 2012. ']
643	29	[276, 277]	For instance, with the popularity of social networking services, people not only make friends with each other to form online communities but also actively share opinions and post comments. // In social science, social influence theories ==[22, 23]== have been studied that attributes of individuals can both reflect and affect their community structures [46]. // In addition, a number of data mining applications, such as sentiment analysis [12] and trust prediction [34], have been benefited by exploiting the correlations between geometrical structure and node attributes.	b	Label Informed Attributed Network Embedding	[22, 23]	['[22]  P. V. Marsden and N. E. Friedkin. Network studies of social influence. SAGE Focus Editions, 1994. ', '[23]  M. McPherson, L. Smith-Lovin, and J. M. Cook. Birds of a feather: Homophily in social networks. Annual Review of Sociology, 2001. ']
644	29	[278]	For instance, with the popularity of social networking services, people not only make friends with each other to form online communities but also actively share opinions and post comments. // In social science, social influence theories [22, 23] have been studied that attributes of individuals can both reflect and affect their community structures ==[46]==. // In addition, a number of data mining applications, such as sentiment analysis [12] and trust prediction [34], have been benefited by exploiting the correlations between geometrical structure and node attributes.	b	Label Informed Attributed Network Embedding	[46]	['[46]  Z. Yang, J. Guo, K. Cai, J. Tang, J. Li, L. Zhang, and Z. Su. Understanding retweeting behaviors in social networks. CIKM, 2010. ']
645	29	[279]	In social science, social influence theories [22, 23] have been studied that attributes of individuals can both reflect and affect their community structures [46]. // In addition, a number of data mining applications, such as sentiment analysis ==[12]== and trust prediction [34], have been benefited by exploiting the correlations between geometrical structure and node attributes. // Network embedding [36, 44], as an efficient computational tool for graph mining, aims at mapping the topological proximities of all nodes in a network into a continuous low-dimensional matrix representation.	b	Label Informed Attributed Network Embedding	[12]	['[12]  X. Hu, L. Tang, J. Tang, and H. Liu. Exploiting social relations for sentiment analysis in microblogging. WSDM, 2013. ']
646	29	[280]	In social science, social influence theories [22, 23] have been studied that attributes of individuals can both reflect and affect their community structures [46]. // In addition, a number of data mining applications, such as sentiment analysis [12] and trust prediction ==[34]==, have been benefited by exploiting the correlations between geometrical structure and node attributes. // Network embedding [36, 44], as an efficient computational tool for graph mining, aims at mapping the topological proximities of all nodes in a network into a continuous low-dimensional matrix representation.	b	Label Informed Attributed Network Embedding	[34]	['[34]  J. Tang, H. Gao, X. Hu, and H. Liu. Exploiting homophily effect for trust prediction. WSDM, 2013. ']
647	29	[1, 157]	In addition, a number of data mining applications, such as sentiment analysis [12] and trust prediction [34], have been benefited by exploiting the correlations between geometrical structure and node attributes. // Network embedding ==[36, 44]==, as an efficient computational tool for graph mining, aims at mapping the topological proximities of all nodes in a network into a continuous low-dimensional matrix representation. // The learned embedding representation paves the way for numerous applications such as node classification [33, 47], link prediction [10, 31], and network visualization [35].	h+	Label Informed Attributed Network Embedding	[36, 44]	['[36]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei. LINE: Large scale Information Network Embedding. WWW, 2015. ', '[44]  S. Yan, D. Xu, B. Zhang, HJ. Zhang, Q. Yang, and S. Lin. Graph embedding and extensions: A general framework for dimensionality reduction. PAMI, 2007. ']
648	29	[281, 10]	Network embedding [36, 44], as an efficient computational tool for graph mining, aims at mapping the topological proximities of all nodes in a network into a continuous low-dimensional matrix representation. // The learned embedding representation paves the way for numerous applications such as node classification ==[33, 47]==, link prediction [10, 31], and network visualization [35]. // While this has been extensively studied, research on Attributed Network Embedding (ANE) [7] is still in its early stage. In contrast to network embedding that learns from pure networks, ANE targets at leveraging both network proximity and node attribute affinity.	b	Label Informed Attributed Network Embedding	[33, 47]	['[33]  J. Tang, C. Aggarwal, and H. Liu. Node classification in signed social networks. SDM, 2016. ', '[47]  S. Zhu, K. Yu, Y. Chi, and Y. Gong. Combining content and link for classification using matrix factorization. SIGIR, 2007.']
649	29	[13, 282]	Network embedding [36, 44], as an efficient computational tool for graph mining, aims at mapping the topological proximities of all nodes in a network into a continuous low-dimensional matrix representation. // The learned embedding representation paves the way for numerous applications such as node classification [33, 47], link prediction ==[10, 31]==, and network visualization [35]. // While this has been extensively studied, research on Attributed Network Embedding (ANE) [7] is still in its early stage. In contrast to network embedding that learns from pure networks, ANE targets at leveraging both network proximity and node attribute affinity.	b	Label Informed Attributed Network Embedding	[10, 31]	['[10]  S. Gao, L. Denoyer, and P. Gallinari. Temporal link prediction by integrating content and structure information. CIKM, 2011. ', '[31]  A. P. Singh and G. J. Gordon. Relational Learning via Collective Matrix Factorization. KDD, 2008. ']
650	29	[17]	Network embedding [36, 44], as an efficient computational tool for graph mining, aims at mapping the topological proximities of all nodes in a network into a continuous low-dimensional matrix representation. // The learned embedding representation paves the way for numerous applications such as node classification [33, 47], link prediction [10, 31], and network visualization ==[35]==. // While this has been extensively studied, research on Attributed Network Embedding (ANE) [7] is still in its early stage. In contrast to network embedding that learns from pure networks, ANE targets at leveraging both network proximity and node attribute affinity.	b	Label Informed Attributed Network Embedding	[35]	['[35]  J. Tang, J. Liu, M. Zhang, and Q. Mei. Visualizing large-scale and high-dimensional data. WWW, 2016. ']
651	29	[109]	The learned embedding representation paves the way for numerous applications such as node classification [33, 47], link prediction [10, 31], and network visualization [35]. // While this has been extensively studied, research on Attributed Network Embedding (ANE) ==[7]== is still in its early stage. In contrast to network embedding that learns from pure networks, ANE targets at leveraging both network proximity and node attribute affinity // In contrast to network embedding that learns from pure networks, ANE targets at leveraging both network proximity and node attribute affinity.	b	Label Informed Attributed Network Embedding	[7]	['[7]  S. Chang, W. Han, J. Tang, G.-J. Qi, C. C. Aggarwal, and T. S. Huang. Heterogeneous network embedding via deep architectures. KDD, 2015. ']
652	29	[283, 284]	Papers published in the same research community usually share common topics. They also heavily cite others from the same community. // These facts can be explained by the homophily hypothesis ==[16, 21]==, i.e., individuals with the same label usually have similar social relations and similar node attributes. // Labels are strongly influenced by and inherently correlated to both of the network structure and attribute information.	b	Label Informed Attributed Network Embedding	[16, 21]	['[16]  D. B. Kandel. Homophily, selection, and socialization in adolescent friendships. American Journal of Sociology, 1978. ', '[21]  P. V. Marsden. Homogeneity in confiding relations. Social Networks, 1988. ']
653	29	[285]	There are two main challenges. First, the attributed network and label information could be sparse, incomplete and noisy. // For instance, in social networks, the number of single user’s friends is always exceedingly limited compared with the total number of users ==[1]==. // The proportion of active users who have specified their labels might also be quite small.	ho	Label Informed Attributed Network Embedding	[1]	['[1]  L. A. Adamic and B. A. Huberman. Zipf’s law and the internet. Glottometrics, 2002. ']
654	29	[283]	The second term Tr(U(Y )T U(G)U(G)T U(Y ) ) also measures the correlation between U(G) and U(Y ) . // It is beneficial to the label proximity learning since they are considered to be highly correlated ==[16]==. // Third, the noise in the learned latent representation U(Y ) could also be greatly reduced [24] and most information in the original label space is recoverable [41].	ho	Label Informed Attributed Network Embedding	[16]	['[16]  D. B. Kandel. Homophily, selection, and socialization in adolescent friendships. American Journal of Sociology, 1978. ']
655	29	[286]	It is beneficial to the label proximity learning since they are considered to be highly correlated [16]. // Third, the noise in the learned latent representation U(Y ) could also be greatly reduced ==[24]== and most information in the original label space is recoverable [41]. // Therefore, although label information might be incomplete and noisy, we are still able to fully capture the proximities of nodes in the label space.	h+	Label Informed Attributed Network Embedding	[24]	['[24]  A. I. Mees, P. E. Rapp, and L. S. Jennings. Singular-value decomposition and embedding dimension. Phys. Rev. A, 1987. ']
656	29	[287]	It is beneficial to the label proximity learning since they are considered to be highly correlated [16]. // Third, the noise in the learned latent representation U(Y ) could also be greatly reduced [24] and most information in the original label space is recoverable ==[41]==. // Therefore, although label information might be incomplete and noisy, we are still able to fully capture the proximities of nodes in the label space.	h+	Label Informed Attributed Network Embedding	[41]	['[41]  U. von Luxburg. A tutorial on spectral clustering. Statistics and Computing, 2007. ']
657	29	[6]	The concatenating original feature space is used for both training and test group. // DeepWalk ==[27]==: It employs truncated random walks on the plain graph and involves language modeling techniques, i.e., word2vec, to analyze the walking tracks. // LINE [36]: It is one of the state-of-the-art embedding algorithms for large-scale networks. It preserves both first and second-order proximities between the nodes.	b	Label Informed Attributed Network Embedding	[27]	['[27]  B. Perozzi, R. Al-Rfou, and S. Skiena. DeepWalk: Online Learning of Social Representations. KDD, 2014. ']
658	29	[1]	DeepWalk [27]: It employs truncated random walks on the plain graph and involves language modeling techniques, i.e., word2vec, to analyze the walking tracks. // LINE ==[36]==: It is one of the state-of-the-art embedding algorithms for large-scale networks. // It preserves both first and second-order proximities between the nodes.	h+	Label Informed Attributed Network Embedding	[36]	['[36]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei. LINE: Large scale Information Network Embedding. WWW, 2015. ']
659	29	[10]	It preserves both first and second-order proximities between the nodes. // LCMF ==[47]==: It conducts a joint matrix factorization on the linkage and attribute information, and maps them into a shared subspace. // It uses this subspace as the learned representation.	b	Label Informed Attributed Network Embedding	[47]	['[47]  S. Zhu, K. Yu, Y. Chi, and Y. Gong. Combining content and link for classification using matrix factorization. SIGIR, 2007.']
660	29	[288]	The corresponding top d eigenvectors are collected as the embedding representation. // MultiView ==[17]==: It considers the network, attributes, and labels as three views, and applies co-regularized spectral clustering on them collectively. // LANE on Net and LANE w/o Label: They are two variations of LANE, which have been described in Section 3.6.	b	Label Informed Attributed Network Embedding	[17]	['[17]  A. Kumar, P. Rai, and H. Daume. Co-regularized multi-view spectral clustering. NIPS, 2011. ']
661	29	[6, 1]	Experimental Settings. // Following a commonly adopted way ==[27, 36]==, we validate the effectiveness of different learned representations on node classification task [33, 47]. // This task is to predict which category or categories a new node belongs to based on the model learned from training data.	hoe	Label Informed Attributed Network Embedding	[27, 36]	['[27]  B. Perozzi, R. Al-Rfou, and S. Skiena. DeepWalk: Online Learning of Social Representations. KDD, 2014. ', '[36]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei. LINE: Large scale Information Network Embedding. WWW, 2015. ']
662	29	[281, 10]	Experimental Settings. // Following a commonly adopted way [27, 36], we validate the effectiveness of different learned representations on node classification task ==[33, 47]==. // This task is to predict which category or categories a new node belongs to based on the model learned from training data.	hoe	Label Informed Attributed Network Embedding	[33, 47]	['[33]  J. Tang, C. Aggarwal, and H. Liu. Node classification in signed social networks. SDM, 2016. ', '[47]  S. Zhu, K. Yu, Y. Chi, and Y. Gong. Combining content and link for classification using matrix factorization. SIGIR, 2007.']
663	29	[289]	Network embedding enjoys increasing popularity in recent years. // Its pioneer work can be traced back to the graph embedding problem, which was introduced by Filotti et al. ==[9]== as a graph genus determining problem in 1979. // A family of more general graph embedding approaches [26, 38] were developed around the 2000s.	b	Label Informed Attributed Network Embedding	[9]	['[9]  I. S. Filotti, G. L. Miller, and J. Reif. On determining the genus of a graph in O(v O(g) ) steps. STOC, 1979. ']
664	29	[290, 3]	Its pioneer work can be traced back to the graph embedding problem, which was introduced by Filotti et al. [9] as a graph genus determining problem in 1979. // A family of more general graph embedding approaches ==[26, 38]== were developed around the 2000s. // They target at generating lowdimensional manifolds which can model the nonlinear geometry of data, including Isomap [38], Laplacian Eigenmaps [4] and spectral techniques [3, 8].	b	Label Informed Attributed Network Embedding	[26, 38]	['[26]  A. Ng, M. Jordan, and Y. Weiss. On spectral clustering: analysis and an algorithm. NIPS, 2002. ', '[38]  J. Tenenbaum, V. Silva, and J. Langford. A global geometric framework for nonlinear dimensionality reduction. Science, 2000. ']
665	29	[3]	A family of more general graph embedding approaches [26, 38] were developed around the 2000s. // They target at generating lowdimensional manifolds which can model the nonlinear geometry of data, including Isomap ==[38]==, Laplacian Eigenmaps [4] and spectral techniques [3, 8]. // Up till now, due to the pervasiveness of networked data, a variety of network embedding algorithms [30, 36, 44] have been implemented.	b	Label Informed Attributed Network Embedding	[38]	['[38]  J. Tenenbaum, V. Silva, and J. Langford. A global geometric framework for nonlinear dimensionality reduction. Science, 2000. ']
666	29	[168]	A family of more general graph embedding approaches [26, 38] were developed around the 2000s. // They target at generating lowdimensional manifolds which can model the nonlinear geometry of data, including Isomap [38], Laplacian Eigenmaps ==[4]== and spectral techniques [3, 8]. // Up till now, due to the pervasiveness of networked data, a variety of network embedding algorithms [30, 36, 44] have been implemented.	b	Label Informed Attributed Network Embedding	[4]	['[4]  M. Belkin and P. Niyogi. Laplacian eigenmaps and spectral techniques for embedding and clustering. NIPS, 2001. ']
667	29	[291, 292]	A family of more general graph embedding approaches [26, 38] were developed around the 2000s. // They target at generating lowdimensional manifolds which can model the nonlinear geometry of data, including Isomap [38], Laplacian Eigenmaps [4] and spectral techniques ==[3, 8]==. // Up till now, due to the pervasiveness of networked data, a variety of network embedding algorithms [30, 36, 44] have been implemented.	b	Label Informed Attributed Network Embedding	[3, 8]	['[3]  F. R. Bach and M. I. Jordan. Learning spectral clustering. NIPS, 2004. ', '[8]  F. R. Chung. Spectral graph theory. American Mathematical Soc., 1997. ']
668	29	[293, 1, 157]	They target at generating lowdimensional manifolds which can model the nonlinear geometry of data, including Isomap [38], Laplacian Eigenmaps [4] and spectral techniques [3, 8]. // Up till now, due to the pervasiveness of networked data, a variety of network embedding algorithms ==[30, 36, 44]== have been implemented. // Iwata et al. [13] applied probabilistic latent semantic analysis to embed document networks.	b	Label Informed Attributed Network Embedding	[30, 36, 44]	['[30]  B. Shaw and T. Jebara. Structure preserving embedding. ICML, 2009. ', '[36]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei. LINE: Large scale Information Network Embedding. WWW, 2015. ', '[44]  S. Yan, D. Xu, B. Zhang, HJ. Zhang, Q. Yang, and S. Lin. Graph embedding and extensions: A general framework for dimensionality reduction. PAMI, 2007. ']
669	29	[294]	Up till now, due to the pervasiveness of networked data, a variety of network embedding algorithms [30, 36, 44] have been implemented. // Iwata et al. ==[13]== applied probabilistic latent semantic analysis to embed document networks. // Tang et al. [37] investigated the advantage of employing temporal information to analyze dynamic multi-mode networks.	b	Label Informed Attributed Network Embedding	[13]	['[13]  T. Iwata, T. Yamada, and N. Ueda. Probabilistic latent semantic visualization: topic model for visualizing documents. KDD, 2008. ']
670	29	[295]	Iwata et al. [13] applied probabilistic latent semantic analysis to embed document networks. // Tang et al. ==[37]== investigated the advantage of employing temporal information to analyze dynamic multi-mode networks. // Shaw and Jebara [30] exploited a semidefinite program to learn a low-dimensional representation that well preserves the global topological structure.	b	Label Informed Attributed Network Embedding	[37]	['[37]  L. Tang, H. Liu, J. Zhang, and Z. Nazeri. Community evolution in dynamic multi-mode networks. KDD, 2008. ']
671	29	[293]	Tang et al. [37] investigated the advantage of employing temporal information to analyze dynamic multi-mode networks. // Shaw and Jebara ==[30]== exploited a semidefinite program to learn a low-dimensional representation that well preserves the global topological structure. // Mei et al. [25] designed a harmonic regularization based embedding framework to tackle the problem of topic modeling with network structure.	b	Label Informed Attributed Network Embedding	[30]	['[30]  B. Shaw and T. Jebara. Structure preserving embedding. ICML, 2009. ']
